idx,t_rel_s,latency_s,status,ttft_s
385,71.8071,0.1844,ok,0.0112
386,71.8203,0.1785,ok,0.0117
387,71.8715,0.1694,ok,0.0100
388,71.8833,0.1686,ok,0.0101
389,71.9341,0.1691,ok,0.0104
390,72.0410,0.1745,ok,0.0125
391,72.0546,0.1663,ok,0.0105
392,72.1212,0.1720,ok,0.0098
393,72.1484,0.1665,ok,0.0110
394,72.2426,0.1720,ok,0.0099
395,72.2698,0.1727,ok,0.0108
396,72.3237,0.1676,ok,0.0100
397,72.3510,0.1621,ok,0.0109
398,72.4321,0.1731,ok,0.0120
399,72.5252,0.1828,ok,0.0126
400,72.5391,0.1745,ok,0.0108
401,72.5927,0.1682,ok,0.0106
402,72.6053,0.1628,ok,0.0116
403,72.6734,0.1571,ok,0.0104
404,72.7946,0.1591,ok,0.0109
405,72.8757,0.1664,ok,0.0103
406,72.8888,0.1673,ok,0.0106
407,73.0274,0.1996,ok,0.0129
408,73.0404,0.1923,ok,0.0122
409,73.0679,0.1854,ok,0.0111
410,73.0802,0.1787,ok,0.0113
411,73.0942,0.1847,ok,0.0109
412,73.1088,0.1806,ok,0.0120
413,73.1482,0.1787,ok,0.0112
414,73.2563,0.2042,ok,0.0111
415,73.2692,0.2031,ok,0.0113
416,73.3105,0.2045,ok,0.0110
417,73.3370,0.2122,ok,0.0111
418,73.3637,0.2146,ok,0.0108
419,73.3775,0.2144,ok,0.0107
420,73.3901,0.2093,ok,0.0120
421,73.4040,0.2010,ok,0.0101
422,73.4587,0.2019,ok,0.0117
423,73.4855,0.1938,ok,0.0104
424,73.5112,0.1887,ok,0.0134
425,73.5390,0.1793,ok,0.0115
426,73.5517,0.1721,ok,0.0109
427,73.5781,0.1636,ok,0.0098
428,73.6333,0.1494,ok,0.0104
429,73.8219,0.1709,ok,0.0104
430,73.8341,0.1660,ok,0.0101
431,73.8487,0.1605,ok,0.0106
432,73.8757,0.1594,ok,0.0099
433,74.0136,0.1377,ok,0.0126
434,74.1482,0.1594,ok,0.0124
435,74.2020,0.1682,ok,0.0097
436,74.2151,0.1640,ok,0.0116
437,74.3236,0.1492,ok,0.0120
438,74.4590,0.1586,ok,0.0103
439,74.4981,0.1639,ok,0.0157
440,74.6194,0.1687,ok,0.0122
441,74.7010,0.1938,ok,0.0116
442,74.7280,0.2006,ok,0.0106
443,74.7676,0.1967,ok,0.0116
444,74.8082,0.1917,ok,0.0102
445,74.8212,0.1860,ok,0.0108
446,74.8488,0.1782,ok,0.0099
447,74.8757,0.1714,ok,0.0098
448,74.9025,0.1869,ok,0.0119
449,74.9156,0.1793,ok,0.0109
450,75.0435,0.1982,ok,0.0129
451,75.0582,0.1962,ok,0.0120
452,75.0730,0.1902,ok,0.0108
453,75.1015,0.1843,ok,0.0110
454,75.1153,0.1779,ok,0.0106
455,75.1447,0.1789,ok,0.0117
456,75.1594,0.1715,ok,0.0106
457,75.2455,0.1765,ok,0.0102
458,75.3034,0.1762,ok,0.0112
459,75.3471,0.1714,ok,0.0118
460,75.3909,0.1836,ok,0.0112
461,75.4485,0.1966,ok,0.0111
462,75.5197,0.2176,ok,0.0131
463,75.5484,0.2102,ok,0.0110
464,75.5623,0.2039,ok,0.0105
465,75.5765,0.1972,ok,0.0096
466,75.6060,0.1971,ok,0.0103
467,75.6202,0.1994,ok,0.0119
468,75.6491,0.1973,ok,0.0101
469,75.6780,0.1970,ok,0.0097
470,75.6927,0.1919,ok,0.0106
471,75.7213,0.1839,ok,0.0101
472,75.7936,0.1753,ok,0.0107
473,75.8081,0.1681,ok,0.0096
474,75.8226,0.1642,ok,0.0106
475,75.8512,0.1532,ok,0.0107
476,76.0297,0.1598,ok,0.0139
477,76.1017,0.1600,ok,0.0109
478,76.1305,0.1501,ok,0.0101
479,76.3200,0.1567,ok,0.0112
480,76.3906,0.1623,ok,0.0116
481,76.4196,0.1698,ok,0.0154
482,76.5628,0.1750,ok,0.0128
483,76.5768,0.1664,ok,0.0107
484,76.6055,0.1611,ok,0.0116
485,76.7064,0.1690,ok,0.0115
486,76.8229,0.1815,ok,0.0100
487,76.8364,0.1773,ok,0.0116
488,76.8516,0.1721,ok,0.0099
489,76.8650,0.1697,ok,0.0118
490,76.8942,0.1596,ok,0.0106
491,77.0780,0.1524,ok,0.0125
492,77.1401,0.1543,ok,0.0114
493,77.2646,0.1496,ok,0.0102
494,77.3421,0.1522,ok,0.0100
495,77.4514,0.1709,ok,0.0124
496,77.4972,0.1627,ok,0.0137
497,77.6070,0.1426,ok,0.0136
498,77.7779,0.1448,ok,0.0116
499,77.8870,0.1380,ok,0.0107
500,78.0622,0.1357,ok,0.0138
501,78.2190,0.1736,ok,0.0110
502,78.2641,0.1806,ok,0.0113
503,78.2960,0.1809,ok,0.0107
504,78.3266,0.1738,ok,0.0098
505,78.3429,0.1685,ok,0.0105
506,78.4210,0.1847,ok,0.0106
507,78.4513,0.1782,ok,0.0105
508,78.5133,0.1789,ok,0.0138
509,78.5598,0.1707,ok,0.0143
510,78.5756,0.1621,ok,0.0114
511,78.6378,0.1472,ok,0.0109
512,78.8863,0.1333,ok,0.0103
513,79.1530,0.1642,ok,0.0135
514,79.1853,0.1655,ok,0.0103
515,79.2540,0.1596,ok,0.0105
516,79.3201,0.1529,ok,0.0107
517,79.4559,0.1952,ok,0.0101
518,79.4890,0.1939,ok,0.0164
519,79.5222,0.1834,ok,0.0113
520,79.5552,0.1838,ok,0.0102
521,79.5900,0.1781,ok,0.0109
522,79.6234,0.1703,ok,0.0102
523,79.6392,0.1635,ok,0.0100
524,79.7075,0.1597,ok,0.0109
525,79.8422,0.1729,ok,0.0115
526,79.8582,0.1659,ok,0.0104
527,79.8757,0.1611,ok,0.0115
528,79.8925,0.1523,ok,0.0098
529,80.1022,0.1657,ok,0.0151
530,80.1855,0.1740,ok,0.0113
531,80.2020,0.1667,ok,0.0108
532,80.2193,0.1661,ok,0.0106
533,80.3372,0.1806,ok,0.0116
534,80.3716,0.1804,ok,0.0102
535,80.3883,0.1747,ok,0.0104
536,80.4041,0.1706,ok,0.0100
537,80.4723,0.1994,ok,0.0099
538,80.5226,0.2062,ok,0.0108
539,80.5724,0.2055,ok,0.0149
540,80.5898,0.1956,ok,0.0110
541,80.6063,0.1886,ok,0.0101
542,80.6399,0.1891,ok,0.0109
543,80.6564,0.1908,ok,0.0115
544,80.6736,0.1831,ok,0.0097
545,80.6907,0.1768,ok,0.0098
546,80.7571,0.1687,ok,0.0095
547,80.8080,0.1608,ok,0.0097
548,80.8252,0.1548,ok,0.0128
549,81.0183,0.1616,ok,0.0117
550,81.0555,0.1651,ok,0.0100
551,81.1294,0.1585,ok,0.0106
552,81.1847,0.1452,ok,0.0106
553,81.3501,0.1349,ok,0.0115
554,81.6613,0.1362,ok,0.0129
555,81.8458,0.1365,ok,0.0132
556,82.0016,0.1444,ok,0.0114
557,82.1107,0.1395,ok,0.0121
558,82.2776,0.1471,ok,0.0180
559,82.4041,0.1615,ok,0.0117
560,82.4595,0.1646,ok,0.0103
561,82.5516,0.1586,ok,0.0106
562,82.6062,0.1465,ok,0.0106
563,82.7539,0.1783,ok,0.0104
564,82.7717,0.1752,ok,0.0128
565,82.8454,0.1689,ok,0.0122
566,82.8640,0.1612,ok,0.0107
567,82.9000,0.1596,ok,0.0116
568,83.0405,0.1587,ok,0.0102
569,83.0615,0.1598,ok,0.0121
570,83.2022,0.1495,ok,0.0102
571,83.2833,0.1564,ok,0.0130
572,83.3833,0.1560,ok,0.0118
573,83.4646,0.1424,ok,0.0102
574,83.6273,0.1349,ok,0.0115
575,84.0618,0.1369,ok,0.0146
576,84.2028,0.1635,ok,0.0104
577,84.2222,0.1586,ok,0.0097
578,84.2423,0.1598,ok,0.0116
579,84.3836,0.1944,ok,0.0115
580,84.4243,0.1933,ok,0.0113
581,84.4445,0.1943,ok,0.0114
582,84.4642,0.1897,ok,0.0157
583,84.4860,0.1807,ok,0.0132
584,84.5059,0.1782,ok,0.0110
585,84.5255,0.1714,ok,0.0111
586,84.6270,0.1680,ok,0.0100
587,84.6679,0.1613,ok,0.0109
588,84.7284,0.1481,ok,0.0118
589,85.2232,0.1675,ok,0.0183
590,85.2630,0.1583,ok,0.0106
591,85.3241,0.1461,ok,0.0104
592,85.5054,0.1343,ok,0.0106
593,85.6680,0.1603,ok,0.0108
594,85.7072,0.1589,ok,0.0100
595,85.7881,0.1456,ok,0.0133
596,86.0230,0.1479,ok,0.0125
597,86.1128,0.1513,ok,0.0116
598,86.2244,0.1553,ok,0.0111
599,86.3372,0.1596,ok,0.0120
600,86.3814,0.1486,ok,0.0113
601,86.5382,0.1466,ok,0.0103
602,86.6288,0.1409,ok,0.0113
603,87.1583,0.1666,ok,0.0171
604,87.2021,0.1753,ok,0.0114
605,87.2242,0.1695,ok,0.0116
606,87.3375,0.1769,ok,0.0118
607,87.3594,0.1696,ok,0.0125
608,87.4046,0.1752,ok,0.0126
609,87.4717,0.1744,ok,0.0118
610,87.5381,0.1813,ok,0.0116
611,87.5617,0.1741,ok,0.0107
612,87.6064,0.1677,ok,0.0106
613,87.6515,0.1621,ok,0.0122
614,87.6965,0.1485,ok,0.0099
615,87.8531,0.1323,ok,0.0103
616,88.1018,0.1463,ok,0.0117
617,88.2021,0.1557,ok,0.0119
618,88.2781,0.1442,ok,0.0118
619,88.4296,0.1558,ok,0.0113
620,88.4541,0.1503,ok,0.0113
621,88.8329,0.1368,ok,0.0135
622,89.1523,0.1483,ok,0.0141
623,89.2528,0.1392,ok,0.0104
624,89.4542,0.1513,ok,0.0107
625,89.5044,0.1613,ok,0.0112
626,89.6056,0.1421,ok,0.0117
627,89.7820,0.1566,ok,0.0126
628,89.8073,0.1486,ok,0.0102
629,90.2534,0.1652,ok,0.0107
630,90.5551,0.1666,ok,0.0112
631,91.0012,0.1795,ok,0.0109
632,91.1017,0.1913,ok,0.0098
633,91.4045,0.1986,ok,0.0179
634,91.5293,0.1838,ok,0.0124
635,91.6559,0.1923,ok,0.0137
636,91.7820,0.1887,ok,0.0107
637,91.8321,0.1838,ok,0.0102
638,92.0005,0.2173,ok,0.0114
639,92.0766,0.2056,ok,0.0106
640,92.1264,0.2006,ok,0.0111
641,92.1515,0.2098,ok,0.0107
642,92.2530,0.1987,ok,0.0116
643,92.3282,0.2095,ok,0.0227
644,92.3791,0.1990,ok,0.0104
645,92.4044,0.1937,ok,0.0110
646,92.5545,0.1794,ok,0.0114
647,92.7063,0.1681,ok,0.0119
648,93.0007,0.2018,ok,0.0108
649,93.0255,0.1994,ok,0.0103
650,93.0505,0.1944,ok,0.0109
651,93.1772,0.1742,ok,0.0131
652,93.4046,0.1892,ok,0.0295
653,93.5792,0.1652,ok,0.0108
654,93.8326,0.1659,ok,0.0126
655,94.0258,0.2053,ok,0.0105
656,94.0507,0.2025,ok,0.0107
657,94.1517,0.2156,ok,0.0287
658,94.1778,0.1915,ok,0.0112
659,94.2782,0.2159,ok,0.0109
660,94.3791,0.1951,ok,0.0106
661,94.4296,0.2146,ok,0.0108
662,94.4796,0.1921,ok,0.0105
663,94.6054,0.1969,ok,0.0270
664,94.7315,0.1711,ok,0.0124
665,95.0509,0.2004,ok,0.0326
666,95.1517,0.1865,ok,0.0124
667,95.2787,0.1849,ok,0.0123
668,95.3794,0.1843,ok,0.0099
669,95.4792,0.1976,ok,0.0109
670,95.6057,0.1818,ok,0.0106
671,95.7315,0.1945,ok,0.0106
672,95.8077,0.1999,ok,0.0232
673,95.8572,0.1784,ok,0.0107
674,96.0769,0.1737,ok,0.0107
675,96.2024,0.1900,ok,0.0124
676,96.2526,0.1968,ok,0.0278
677,96.6569,0.1751,ok,0.0140
678,96.8077,0.1843,ok,0.0106
679,96.8572,0.2034,ok,0.0258
680,97.0251,0.1878,ok,0.0203
681,97.1266,0.1838,ok,0.0116
682,97.2524,0.1721,ok,0.0126
683,97.4297,0.1600,ok,0.0098
684,97.7571,0.2021,ok,0.0131
685,97.7813,0.1929,ok,0.0236
686,98.1015,0.1961,ok,0.0166
687,98.1516,0.1887,ok,0.0108
688,98.2787,0.1891,ok,0.0130
689,98.3536,0.1754,ok,0.0110
690,98.6053,0.1965,ok,0.0104
691,98.6559,0.2233,ok,0.0103
692,98.6801,0.2162,ok,0.0098
693,98.7567,0.1945,ok,0.0132
694,98.8321,0.1773,ok,0.0103
