timestamp,batch_tokens
2026-06-09T06:42:44.669000,166
2026-06-09T06:42:44.822000,166
2026-06-09T06:42:44.973000,167
2026-06-09T06:42:45.125000,169
2026-06-09T06:42:45.286000,172
2026-06-09T06:42:45.438000,174
2026-06-09T06:42:45.589000,175
2026-06-09T06:42:45.744000,178
2026-06-09T06:42:45.893000,180
2026-06-09T06:42:46.046000,185
2026-06-09T06:42:46.202000,186
2026-06-09T06:42:46.357000,189
2026-06-09T06:42:46.509000,190
2026-06-09T06:42:46.663000,190
2026-06-09T06:42:46.824000,190
2026-06-09T06:42:47.004000,247
2026-06-09T06:43:16.536000,223
2026-06-09T06:43:16.721000,247
2026-06-09T06:43:16.892000,254
2026-06-09T06:43:17.066000,211
2026-06-09T06:43:17.237000,221
2026-06-09T06:43:17.402000,223
2026-06-09T06:43:17.567000,225
2026-06-09T06:43:17.735000,235
2026-06-09T06:43:17.908000,239
2026-06-09T06:43:18.098000,247
2026-06-09T06:43:18.288000,249
2026-06-09T06:43:18.473000,253
2026-06-09T06:43:18.644000,197
2026-06-09T06:43:18.812000,199
2026-06-09T06:43:18.980000,201
2026-06-09T06:43:19.152000,203
2026-06-09T06:43:19.320000,206
2026-06-09T06:43:19.479000,211
2026-06-09T06:43:19.641000,215
2026-06-09T06:43:19.808000,215
2026-06-09T06:43:19.976000,216
2026-06-09T06:43:20.141000,218
2026-06-09T06:43:20.306000,222
2026-06-09T06:43:20.465000,229
2026-06-09T06:43:20.634000,232
2026-06-09T06:43:20.799000,239
2026-06-09T06:43:20.977000,241
2026-06-09T06:43:21.152000,242
2026-06-09T06:43:21.325000,248
2026-06-09T06:43:21.473000,171
2026-06-09T06:43:21.627000,174
2026-06-09T06:43:21.775000,175
2026-06-09T06:43:21.925000,177
2026-06-09T06:43:22.068000,177
2026-06-09T06:43:22.219000,181
2026-06-09T06:43:22.367000,181
2026-06-09T06:43:22.510000,183
2026-06-09T06:43:22.653000,183
2026-06-09T06:43:22.808000,185
2026-06-09T06:43:22.959000,190
2026-06-09T06:43:23.110000,191
2026-06-09T06:43:23.283000,193
2026-06-09T06:43:23.444000,195
2026-06-09T06:43:23.614000,197
2026-06-09T06:43:23.786000,201
2026-06-09T06:43:23.960000,202
2026-06-09T06:43:24.125000,204
2026-06-09T06:43:24.284000,210
2026-06-09T06:43:24.456000,211
2026-06-09T06:43:24.620000,213
2026-06-09T06:43:24.779000,215
2026-06-09T06:43:24.945000,217
2026-06-09T06:43:25.114000,217
2026-06-09T06:43:25.271000,219
2026-06-09T06:43:25.427000,220
2026-06-09T06:43:25.603000,225
2026-06-09T06:43:25.771000,227
2026-06-09T06:43:25.937000,232
2026-06-09T06:43:26.106000,233
2026-06-09T06:43:26.276000,237
2026-06-09T06:43:26.447000,238
2026-06-09T06:43:26.615000,244
2026-06-09T06:43:26.804000,248
2026-06-09T06:43:26.988000,249
2026-06-09T06:43:27.153000,250
2026-06-09T06:43:27.328000,255
2026-06-09T06:43:27.451000,127
2026-06-09T06:43:27.600000,130
2026-06-09T06:43:27.749000,130
2026-06-09T06:43:27.907000,130
2026-06-09T06:43:28.054000,133
2026-06-09T06:43:28.212000,134
2026-06-09T06:43:28.358000,134
2026-06-09T06:43:28.506000,134
2026-06-09T06:43:28.654000,135
2026-06-09T06:43:28.797000,135
2026-06-09T06:43:28.944000,135
2026-06-09T06:43:29.092000,136
2026-06-09T06:43:29.234000,136
2026-06-09T06:43:29.373000,136
2026-06-09T06:43:29.517000,137
2026-06-09T06:43:29.664000,138
2026-06-09T06:43:29.809000,139
2026-06-09T06:43:29.948000,139
2026-06-09T06:43:30.092000,141
2026-06-09T06:43:30.236000,142
2026-06-09T06:43:30.374000,142
2026-06-09T06:43:30.515000,142
2026-06-09T06:43:30.659000,144
