idx,t_rel_s,latency_s,status,ttft_s
584,84.5058,0.1754,ok,0.0102
585,84.5255,0.1684,ok,0.0095
586,84.6279,0.1655,ok,0.0105
587,84.6677,0.1597,ok,0.0116
588,84.7288,0.1459,ok,0.0104
589,85.2244,0.1644,ok,0.0153
590,85.2629,0.1598,ok,0.0127
591,85.3240,0.1476,ok,0.0125
592,85.5059,0.1344,ok,0.0110
593,85.6676,0.1596,ok,0.0105
594,85.7073,0.1590,ok,0.0119
595,85.7888,0.1436,ok,0.0114
596,86.0227,0.1467,ok,0.0110
597,86.1124,0.1506,ok,0.0103
598,86.2242,0.1486,ok,0.0121
599,86.3379,0.1573,ok,0.0118
600,86.3819,0.1464,ok,0.0100
601,86.5385,0.1469,ok,0.0123
602,86.6289,0.1398,ok,0.0102
603,87.1584,0.1691,ok,0.0188
604,87.2025,0.1731,ok,0.0122
605,87.2246,0.1654,ok,0.0108
606,87.3375,0.1731,ok,0.0103
607,87.3597,0.1669,ok,0.0104
608,87.4046,0.1774,ok,0.0166
609,87.4717,0.1720,ok,0.0118
610,87.5385,0.1778,ok,0.0104
611,87.5616,0.1727,ok,0.0113
612,87.6066,0.1656,ok,0.0100
613,87.6511,0.1604,ok,0.0113
614,87.6961,0.1484,ok,0.0108
615,87.8548,0.1341,ok,0.0123
616,88.1022,0.1446,ok,0.0110
617,88.2029,0.1523,ok,0.0101
618,88.2784,0.1430,ok,0.0111
619,88.4296,0.1562,ok,0.0105
620,88.4549,0.1482,ok,0.0097
621,88.8325,0.1360,ok,0.0129
622,89.1520,0.1477,ok,0.0144
623,89.2524,0.1400,ok,0.0118
624,89.4547,0.1509,ok,0.0111
625,89.5046,0.1591,ok,0.0116
626,89.6058,0.1429,ok,0.0133
627,89.7820,0.1530,ok,0.0107
628,89.8074,0.1479,ok,0.0110
629,90.2529,0.1360,ok,0.0137
630,90.5553,0.1323,ok,0.0110
631,91.0011,0.1464,ok,0.0129
632,91.1014,0.1399,ok,0.0123
633,91.4047,0.1396,ok,0.0113
634,91.5291,0.1435,ok,0.0118
635,91.6560,0.1447,ok,0.0130
636,91.7818,0.1540,ok,0.0117
637,91.8323,0.1442,ok,0.0094
638,92.0007,0.1532,ok,0.0104
639,92.0763,0.1650,ok,0.0109
640,92.1263,0.1659,ok,0.0114
641,92.1514,0.1584,ok,0.0105
642,92.2520,0.1691,ok,0.0097
643,92.3281,0.1688,ok,0.0112
644,92.3797,0.1635,ok,0.0149
645,92.4046,0.1530,ok,0.0127
646,92.5545,0.1350,ok,0.0111
647,92.7067,0.1367,ok,0.0103
648,93.0008,0.1652,ok,0.0142
649,93.0258,0.1660,ok,0.0118
650,93.0500,0.1596,ok,0.0116
651,93.1779,0.1356,ok,0.0104
652,93.4048,0.1350,ok,0.0138
653,93.5801,0.1351,ok,0.0119
654,93.8326,0.1380,ok,0.0153
655,94.0259,0.1670,ok,0.0111
656,94.0505,0.1640,ok,0.0110
657,94.1512,0.1649,ok,0.0104
658,94.1778,0.1590,ok,0.0115
659,94.2787,0.1538,ok,0.0115
660,94.3793,0.1661,ok,0.0122
661,94.4300,0.1583,ok,0.0107
662,94.4791,0.1553,ok,0.0103
663,94.6052,0.1451,ok,0.0114
664,94.7317,0.1366,ok,0.0116
665,95.0508,0.1449,ok,0.0123
666,95.1517,0.1479,ok,0.0116
667,95.2782,0.1490,ok,0.0124
668,95.3794,0.1524,ok,0.0122
669,95.4793,0.1473,ok,0.0116
670,95.6058,0.1452,ok,0.0118
671,95.7317,0.1570,ok,0.0105
672,95.8074,0.1595,ok,0.0119
673,95.8579,0.1485,ok,0.0127
674,96.0767,0.1407,ok,0.0110
675,96.2022,0.1539,ok,0.0118
676,96.2521,0.1464,ok,0.0117
677,96.6561,0.1364,ok,0.0142
678,96.8077,0.1590,ok,0.0178
679,96.8573,0.1472,ok,0.0117
680,97.0257,0.1438,ok,0.0106
681,97.1266,0.1470,ok,0.0110
682,97.2529,0.1370,ok,0.0118
683,97.4292,0.1328,ok,0.0117
684,97.7564,0.1541,ok,0.0107
685,97.7816,0.1495,ok,0.0119
686,98.1017,0.1509,ok,0.0123
687,98.1512,0.1535,ok,0.0105
688,98.2785,0.1541,ok,0.0170
689,98.3535,0.1436,ok,0.0114
690,98.6054,0.1647,ok,0.0114
691,98.6552,0.1656,ok,0.0107
692,98.6801,0.1671,ok,0.0120
693,98.7563,0.1587,ok,0.0102
