idx,t_rel_s,latency_s,status,ttft_s
219,70.1334,0.0936,ok,0.0097
220,70.2003,0.0859,ok,0.0106
221,70.2674,0.0626,ok,0.0101
222,70.3332,0.1013,ok,0.0113
223,70.4020,0.0652,ok,0.0115
224,70.4673,0.0545,ok,0.0098
225,70.5339,0.0989,ok,0.0110
226,70.6010,0.0833,ok,0.0124
227,70.6681,0.0789,ok,0.0111
228,70.7334,0.0700,ok,0.0115
229,70.8008,0.0482,ok,0.0116
230,70.8682,0.1204,ok,0.0111
231,70.9338,0.0406,ok,0.0104
232,71.0008,0.0921,ok,0.0103
233,71.0672,0.1181,ok,0.0098
234,71.1333,0.0930,ok,0.0093
235,71.2006,0.0645,ok,0.0100
236,71.2672,0.0634,ok,0.0093
237,71.3337,0.0602,ok,0.0116
238,71.4001,0.0810,ok,0.0107
239,71.4674,0.0772,ok,0.0121
240,71.6008,0.0794,ok,0.0107
241,71.6673,0.0640,ok,0.0113
242,71.7334,0.0569,ok,0.0096
243,71.8004,0.0654,ok,0.0106
244,71.8680,0.0575,ok,0.0100
245,72.0008,0.0728,ok,0.0134
246,72.1438,0.0608,ok,0.0105
247,72.2147,0.0470,ok,0.0106
248,72.2869,0.1060,ok,0.0107
249,72.3573,0.1117,ok,0.0110
250,72.4299,0.1007,ok,0.0144
251,72.5001,0.0694,ok,0.0113
252,72.5717,0.0667,ok,0.0098
253,72.6435,0.0698,ok,0.0103
254,72.7145,0.0652,ok,0.0098
255,72.7869,0.0828,ok,0.0102
256,72.8580,0.0738,ok,0.0101
257,72.9297,0.0596,ok,0.0104
258,73.0004,0.0435,ok,0.0101
259,73.0712,0.0583,ok,0.0103
260,73.1438,0.1254,ok,0.0465
261,73.2151,0.1100,ok,0.0118
262,73.2865,0.0997,ok,0.0118
263,73.3573,0.0662,ok,0.0113
264,73.4296,0.0989,ok,0.0102
265,73.5007,0.0296,ok,0.0102
266,73.5715,0.0649,ok,0.0107
267,73.6436,0.0546,ok,0.0120
268,73.8576,0.1001,ok,0.0118
269,73.9300,0.0666,ok,0.0102
270,74.0008,0.1079,ok,0.0098
271,74.0714,0.0663,ok,0.0103
272,74.1439,0.0648,ok,0.0118
273,74.2148,0.0578,ok,0.0102
274,74.2868,0.0674,ok,0.0109
275,74.3574,0.0815,ok,0.0104
276,74.4299,0.0459,ok,0.0105
277,74.5010,0.0733,ok,0.0110
278,74.5712,0.1017,ok,0.0116
279,74.6433,0.0622,ok,0.0121
280,74.7867,0.0522,ok,0.0113
281,74.8581,0.1089,ok,0.0108
282,74.9298,0.0451,ok,0.0103
283,75.0021,0.0720,ok,0.0125
284,75.0773,0.0662,ok,0.0109
285,75.1547,0.0722,ok,0.0126
286,75.2321,0.0715,ok,0.0118
287,75.3087,0.0560,ok,0.0102
288,75.3859,0.0722,ok,0.0110
289,75.4623,0.0512,ok,0.0102
290,75.5386,0.1140,ok,0.0108
291,75.6151,0.0699,ok,0.0128
292,75.6923,0.0705,ok,0.0111
293,75.7700,0.0860,ok,0.0115
294,75.8468,0.0855,ok,0.0107
295,75.9232,0.0969,ok,0.0106
296,76.0000,0.0635,ok,0.0114
297,76.1549,0.0722,ok,0.0146
298,76.2314,0.0932,ok,0.0100
299,76.3081,0.1039,ok,0.0113
300,76.3860,0.0632,ok,0.0119
301,76.4633,0.0439,ok,0.0106
302,76.5384,0.0578,ok,0.0107
303,76.6156,0.0789,ok,0.0168
304,76.6923,0.0624,ok,0.0136
305,76.7699,0.0626,ok,0.0104
306,77.0839,0.0783,ok,0.0112
307,77.1674,0.0996,ok,0.0103
308,77.2509,0.0867,ok,0.0102
309,77.5843,0.0805,ok,0.0149
310,77.7507,0.0954,ok,0.0112
311,78.0004,0.1089,ok,0.0144
312,78.1676,0.0482,ok,0.0116
313,78.3351,0.0739,ok,0.0114
314,78.5005,0.0394,ok,0.0139
315,78.5832,0.0626,ok,0.0108
316,78.6680,0.0924,ok,0.0102
317,78.7503,0.0654,ok,0.0115
318,78.8349,0.0642,ok,0.0107
319,78.9183,0.0578,ok,0.0123
320,79.0003,0.1130,ok,0.0110
321,79.0920,0.0709,ok,0.0108
322,79.2742,0.0735,ok,0.0109
323,79.3649,0.0621,ok,0.0105
324,79.4553,0.0666,ok,0.0104
325,79.5462,0.0887,ok,0.0140
326,79.6361,0.0633,ok,0.0114
327,79.7277,0.0409,ok,0.0106
328,79.8188,0.0875,ok,0.0109
329,79.9095,0.0541,ok,0.0097
330,80.0009,0.0751,ok,0.0180
331,80.0913,0.0588,ok,0.0118
332,80.1823,0.0394,ok,0.0109
333,80.2750,0.0842,ok,0.0108
334,80.3644,0.0590,ok,0.0101
335,80.4556,0.0723,ok,0.0108
336,80.5452,0.0733,ok,0.0118
337,80.7278,0.0713,ok,0.0118
338,80.8182,0.0543,ok,0.0102
339,80.9098,0.0743,ok,0.0100
340,81.0003,0.0641,ok,0.0169
341,81.1017,0.0848,ok,0.0110
342,81.2007,0.0581,ok,0.0110
343,81.4021,0.0502,ok,0.0107
344,81.5007,0.0889,ok,0.0195
345,81.6008,0.0817,ok,0.0111
346,81.8018,0.0785,ok,0.0111
347,81.9006,0.0654,ok,0.0104
348,82.0003,0.0753,ok,0.0240
349,82.1009,0.0688,ok,0.0124
350,82.2010,0.0910,ok,0.0111
351,82.3003,0.0847,ok,0.0112
352,82.4011,0.0577,ok,0.0105
353,82.5012,0.0891,ok,0.0158
354,82.6005,0.1021,ok,0.0114
355,82.7006,0.0958,ok,0.0112
356,82.8006,0.0669,ok,0.0106
357,82.9007,0.0703,ok,0.0109
358,83.0004,0.0579,ok,0.0139
359,83.1116,0.0514,ok,0.0104
360,83.2233,0.0671,ok,0.0109
361,83.3336,0.0484,ok,0.0106
362,83.4442,0.0886,ok,0.0107
363,83.5570,0.0660,ok,0.0125
364,83.6672,0.0825,ok,0.0120
365,83.7790,0.0561,ok,0.0100
366,83.8893,0.0532,ok,0.0107
367,84.0034,0.0649,ok,0.0164
368,84.1115,0.0504,ok,0.0112
369,84.2221,0.0778,ok,0.0106
370,84.4452,0.0393,ok,0.0108
371,84.5579,0.0469,ok,0.0140
372,84.6681,0.0823,ok,0.0137
373,84.7787,0.0859,ok,0.0108
374,84.8898,0.0751,ok,0.0112
375,85.0021,0.0464,ok,0.0135
376,85.1117,0.0858,ok,0.0109
377,85.2227,0.0836,ok,0.0101
378,85.3336,0.0634,ok,0.0100
379,85.4442,0.0732,ok,0.0110
380,85.5567,0.0857,ok,0.0122
381,85.6676,0.0534,ok,0.0123
382,85.7782,0.1061,ok,0.0111
383,85.8895,0.0558,ok,0.0102
384,86.0006,0.0543,ok,0.0136
385,86.1252,0.0969,ok,0.0111
386,86.2503,0.0654,ok,0.0106
387,86.3759,0.0579,ok,0.0108
388,86.6263,0.0664,ok,0.0133
389,86.7509,0.0751,ok,0.0111
390,86.8752,0.0814,ok,0.0111
391,87.0009,0.0524,ok,0.0132
392,87.1266,0.0849,ok,0.0117
393,87.2507,0.0668,ok,0.0105
394,87.3758,0.0600,ok,0.0112
395,87.5011,0.0943,ok,0.0150
396,87.6258,0.0713,ok,0.0120
397,87.8755,0.0415,ok,0.0115
398,88.0003,0.0574,ok,0.0138
399,88.1439,0.0689,ok,0.0111
400,88.2870,0.0874,ok,0.0110
401,88.7150,0.0783,ok,0.0146
402,89.0018,0.1563,ok,0.0123
403,89.1437,0.0815,ok,0.0107
404,89.4295,0.1170,ok,0.0373
405,89.5718,0.1571,ok,0.0112
406,89.7147,0.0953,ok,0.0104
407,89.8572,0.1277,ok,0.0102
408,90.1441,0.0702,ok,0.0111
409,90.2875,0.0938,ok,0.0206
410,90.4295,0.1183,ok,0.0155
411,90.5721,0.0944,ok,0.0113
412,90.7148,0.0688,ok,0.0116
413,90.8579,0.0862,ok,0.0100
414,91.0003,0.0868,ok,0.0125
415,91.1433,0.1007,ok,0.0106
416,91.2863,0.1375,ok,0.0114
417,91.5722,0.1056,ok,0.0117
418,91.7151,0.0717,ok,0.0109
419,92.0013,0.0833,ok,0.0137
420,92.1449,0.1225,ok,0.0111
421,92.2866,0.1314,ok,0.0110
422,92.5714,0.0884,ok,0.0143
423,92.7151,0.0648,ok,0.0109
424,93.0004,0.1015,ok,0.0365
425,93.1441,0.0789,ok,0.0118
426,93.4305,0.0515,ok,0.0110
427,93.5712,0.0933,ok,0.0110
428,93.7147,0.1024,ok,0.0121
429,93.8574,0.0712,ok,0.0289
430,94.0019,0.0846,ok,0.0106
431,94.1439,0.0572,ok,0.0153
432,94.2865,0.1277,ok,0.0109
433,94.5716,0.0912,ok,0.0113
434,94.7161,0.0357,ok,0.0118
435,94.8581,0.0805,ok,0.0106
436,95.1450,0.1122,ok,0.0108
437,95.2864,0.0823,ok,0.0113
438,95.4299,0.1001,ok,0.0111
439,95.5713,0.1367,ok,0.0110
440,95.7141,0.0952,ok,0.0115
441,96.0008,0.1112,ok,0.0139
442,96.1433,0.0975,ok,0.0111
443,96.2870,0.1124,ok,0.0110
444,96.5718,0.0448,ok,0.0114
445,96.7150,0.0704,ok,0.0115
446,96.8587,0.1040,ok,0.0138
447,97.0010,0.0853,ok,0.0256
448,97.1436,0.1037,ok,0.0106
449,97.2866,0.0928,ok,0.0107
450,97.4297,0.1291,ok,0.0145
451,97.5731,0.1057,ok,0.0111
452,98.0013,0.1115,ok,0.0110
453,98.1440,0.0918,ok,0.0321
454,98.2870,0.0932,ok,0.0105
455,98.5714,0.0553,ok,0.0109
456,98.7150,0.0746,ok,0.0104
457,98.8579,0.0885,ok,0.0113
458,99.0007,0.0558,ok,0.0184
459,99.1448,0.0976,ok,0.0106
460,99.2868,0.0986,ok,0.0138
461,99.4298,0.0864,ok,0.0109
462,99.7146,0.0948,ok,0.0131
463,100.0008,0.0850,ok,0.0186
464,100.1440,0.1030,ok,0.0244
465,100.2864,0.1140,ok,0.0356
466,100.4296,0.0938,ok,0.0112
467,100.5716,0.0829,ok,0.0128
468,100.7147,0.0931,ok,0.0127
469,100.8572,0.0881,ok,0.0110
470,101.0006,0.0703,ok,0.0113
471,101.1441,0.0965,ok,0.0121
472,101.4300,0.1084,ok,0.0122
